rank,title,singer,album,date,like,week
3,리무진 (Feat. MINO) (Prod. GRAY),BE'O (비오),쇼미더머니 10 Episode 3,2021.12.27 ~ 2022.01.02,195551,5
4,ELEVEN,IVE (아이브),ELEVEN,2021.12.27 ~ 2022.01.02,192149,5
5,겨울잠,아이유,조각집,2021.12.27 ~ 2022.01.02,131946,5
6,만남은 쉽고 이별은 어려워 (Feat. Leellamarz) (Prod. TOIL),베이식 (Basick),쇼미더머니 10 Episode 3,2021.12.27 ~ 2022.01.02,138460,5
7,사랑은 늘 도망가,임영웅,신사와 아가씨 OST Part.2,2021.12.27 ~ 2022.01.02,212172,5
8,눈이 오잖아(Feat.헤이즈),이무진,눈이 오잖아(Feat.헤이즈),2021.12.27 ~ 2022.01.02,135137,5
9,불협화음 (Feat. AKMU) (Prod. GRAY),Mudd the student,쇼미더머니 10 Semi Final,2021.12.27 ~ 2022.01.02,84700,5
10,취중고백,김민석,취중고백,2021.12.27 ~ 2022.01.02,183394,5
11,strawberry moon,아이유,strawberry moon,2021.12.27 ~ 2022.01.02,230900,5
12,다정히 내 이름을 부르면,"경서예지, 전건호",다정히 내 이름을 부르면 (경서예지 x 전건호),2021.12.27 ~ 2022.01.02,188412,5
13,신호등,이무진,신호등,2021.12.27 ~ 2022.01.02,302816,5
14,Savage,aespa,Savage - The 1st Mini Album,2021.12.27 ~ 2022.01.02,162370,5
15,STAY,"The Kid LAROI, Justin Bieber",Stay,2021.12.27 ~ 2022.01.02,283161,5
16,쉬어 (Feat. MINO) (Prod. GRAY),"아넌딜라이트(Anandelight), unofficialboyy, BE'O (비오), 지구인, Mudd the student",쇼미더머니 10 Episode 1,2021.12.27 ~ 2022.01.02,108721,5
17,네가 없는 밤 (Feat. ASH ISLAND) (Prod. GRAY),BE'O (비오),쇼미더머니 10 Final,2021.12.27 ~ 2022.01.02,89476,5
18,Next Level,aespa,Next Level,2021.12.27 ~ 2022.01.02,264368,5
19,드라마,아이유,조각집,2021.12.27 ~ 2022.01.02,190561,5
20,Wake Up (Prod. 코드 쿤스트),"개코, 아우릴고트 (OUREALGOAT), SINCE, 안병웅, Tabber, 조광일, 코드 쿤스트 (CODE KUNST)",쇼미더머니 10 Episode 1,2021.12.27 ~ 2022.01.02,102949,5
21,흰눈,먼데이 키즈 (Monday Kiz),흰눈,2021.12.27 ~ 2022.01.02,43984,5
22,너를 생각해,주시크 (Joosiq),너를 생각해,2021.12.27 ~ 2022.01.02,158613,5
23,Dreams Come True,aespa,Dreams Come True - SM STATION,2021.12.27 ~ 2022.01.02,109239,5
24,OHAYO MY NIGHT,"디핵 (D-Hack), PATEKO (파테코)",OHAYO MY NIGHT,2021.12.27 ~ 2022.01.02,221501,5
25,낙하 (with 아이유),AKMU (악뮤),NEXT EPISODE,2021.12.27 ~ 2022.01.02,191295,5
26,정거장,아이유,조각집,2021.12.27 ~ 2022.01.02,58460,5
27,매일 크리스마스 (Everyday Christmas),다비치,매일 크리스마스 (Everyday Christmas),2021.12.27 ~ 2022.01.02,31919,5
28,문득,BE'O (비오),Bipolar,2021.12.27 ~ 2022.01.02,141817,5
29,바라만 본다,MSG워너비(M.O.M),MSG워너비 1집,2021.12.27 ~ 2022.01.02,186127,5
30,Butter,방탄소년단,Butter,2021.12.27 ~ 2022.01.02,296560,5
31,Permission to Dance,방탄소년단,Butter / Permission to Dance,2021.12.27 ~ 2022.01.02,230591,5
32,My Universe,"Coldplay, 방탄소년단",My Universe,2021.12.27 ~ 2022.01.02,179350,5
33,All I Want for Christmas Is You,Mariah Carey,Merry Christmas (Deluxe Anniversary Edition),2021.12.27 ~ 2022.01.02,236569,5
34,Celebrity,아이유,IU 5th Album 'LILAC',2021.12.27 ~ 2022.01.02,340920,5
35,Still I Love You,토요태,Still I Love You,2021.12.27 ~ 2022.01.02,32914,5
36,Santa Tell Me,Ariana Grande,Santa Tell Me,2021.12.27 ~ 2022.01.02,246443,5
37,헤픈 우연,헤이즈 (Heize),HAPPEN,2021.12.27 ~ 2022.01.02,199476,5
38,Dynamite,방탄소년단,Dynamite (DayTime Version),2021.12.27 ~ 2022.01.02,462989,5
39,Snowman,Sia,Everyday Is Christmas (Snowman Deluxe Edition),2021.12.27 ~ 2022.01.02,265314,5
40,너,아이유,조각집,2021.12.27 ~ 2022.01.02,42994,5
41,러브레터,아이유,조각집,2021.12.27 ~ 2022.01.02,48574,5
42,MBTI (Feat. 쿠기 & 로꼬) (Prod. GRAY),BE'O (비오),쇼미더머니 10 Semi Final,2021.12.27 ~ 2022.01.02,54910,5
43,Weekend,태연 (TAEYEON),Weekend,2021.12.27 ~ 2022.01.02,199274,5
44,그게 더 편할 것 같아 (N번째 연애 X 멜로망스),멜로망스,그게 더 편할 것 같아 (N번째 연애 X 멜로망스),2021.12.27 ~ 2022.01.02,42424,5
45,밤하늘의 별을(2020),경서,밤하늘의 별을(2020),2021.12.27 ~ 2022.01.02,230581,5
46,라일락,아이유,IU 5th Album 'LILAC',2021.12.27 ~ 2022.01.02,259905,5
47,Christmas Tree,V,그 해 우리는 OST Part.5,2021.12.27 ~ 2022.01.02,136346,5
48,Bad Habits,Ed Sheeran,=,2021.12.27 ~ 2022.01.02,137994,5
49,고백,멜로망스,세 번째 '고백',2021.12.27 ~ 2022.01.02,110527,5
50,이제 나만 믿어요,임영웅,내일은 미스터트롯 우승자 특전곡,2021.12.27 ~ 2022.01.02,174414,5
51,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU (악뮤),항해,2021.12.27 ~ 2022.01.02,436833,5
52,"사이렌 Remix (Feat. UNEDUCATED KID, Paul Blanco)",호미들,사이렌 Remix,2021.12.27 ~ 2022.01.02,172401,5
53,미리 메리 크리스마스 (Feat. 천둥 Of MBLAQ),아이유,Real,2021.12.27 ~ 2022.01.02,180205,5
54,찰나가 영원이 될 때 (The Eternal Moment),마크툽 (MAKTUB),Red Moon : Beyond The Light,2021.12.27 ~ 2022.01.02,98176,5
55,안녕 우린 헤어져야만 해,"전상근, 신예영",안녕 우린 헤어져야만 해,2021.12.27 ~ 2022.01.02,33071,5
56,롤린 (Rollin'),브레이브걸스,Rollin',2021.12.27 ~ 2022.01.02,300633,5
57,"모든 날, 모든 순간 (Every day, Every Moment)",폴킴,'키스 먼저 할까요?' OST Part.3,2021.12.27 ~ 2022.01.02,438880,5
58,추억은 만남보다 이별에 남아,정동하,추억은 만남보다 이별에 남아,2021.12.27 ~ 2022.01.02,110043,5
59,밝게 빛나는 별이 되어 비춰줄게,송이한,밝게 빛나는 별이 되어 비춰줄게,2021.12.27 ~ 2022.01.02,134513,5
60,시간을 거슬러 (낮에 뜨는 달 X 케이윌),케이윌,시간을 거슬러 (낮에 뜨는 달 X 케이윌),2021.12.27 ~ 2022.01.02,75855,5
61,내 손을 잡아,아이유,최고의 사랑 OST Part.4,2021.12.27 ~ 2022.01.02,216247,5
62,크리스마스니까,"성시경, 박효신, 이석훈, 서인국, VIXX (빅스)",Jelly Christmas 2012 HEART PROJECT,2021.12.27 ~ 2022.01.02,171261,5
63,"호우주의 (Feat. 개코, 넉살 (Nucksal)) (Prod. 코드 쿤스트)","조광일, 코드 쿤스트 (CODE KUNST)",쇼미더머니 10 Semi Final,2021.12.27 ~ 2022.01.02,42812,5
64,Dun Dun Dance,오마이걸 (OH MY GIRL),Dear OHMYGIRL,2021.12.27 ~ 2022.01.02,168230,5
65,좋아좋아,조정석,슬기로운 의사생활 시즌2 OST Part 5,2021.12.27 ~ 2022.01.02,92569,5
66,탕!♡,MINO (송민호),"""TO INFINITY.""",2021.12.27 ~ 2022.01.02,46788,5
67,Blueming,아이유,Love poem,2021.12.27 ~ 2022.01.02,364418,5
68,"깐부 (Feat. 염따, ASH ISLAND) (Prod. TOIL)",KOONTA (쿤타),쇼미더머니 10 Episode 3,2021.12.27 ~ 2022.01.02,36807,5
69,오늘도 빛나는 너에게 (To You My Light) (Feat.이라온),마크툽 (MAKTUB),Red Moon : To You My Light,2021.12.27 ~ 2022.01.02,289426,5
70,비가 오는 날엔 (2021),헤이즈 (Heize),비가 오는 날엔 (2021),2021.12.27 ~ 2022.01.02,87309,5
71,Off My Face,Justin Bieber,Justice (The Complete Edition),2021.12.27 ~ 2022.01.02,190128,5
72,우리가 헤어져야 했던 이유,비비 (BIBI),그 해 우리는 OST Part.2,2021.12.27 ~ 2022.01.02,85426,5
73,너의 모든 순간,성시경,별에서 온 그대 OST Part.7,2021.12.27 ~ 2022.01.02,295856,5
74,이별후회,김나영,그 해 우리는 OST Part.4,2021.12.27 ~ 2022.01.02,46259,5
75,DUMB DUMB,전소미,DUMB DUMB,2021.12.27 ~ 2022.01.02,103240,5
76,멜로디,ASH ISLAND,멜로디,2021.12.27 ~ 2022.01.02,152783,5
77,그대라는 사치,임영웅,사랑의 콜센타 PART62,2021.12.27 ~ 2022.01.02,44577,5
78,밤새 서로 미루다,"존박, 전미도",밤새 서로 미루다,2021.12.27 ~ 2022.01.02,23084,5
79,너와 나의 Memories,"염따, TOIL, KOONTA (쿤타), 베이식 (Basick), 365LIT, 황지상 (HWANG JI SANG), 송민영",쇼미더머니 10 Episode 1,2021.12.27 ~ 2022.01.02,43013,5
80,Queendom,Red Velvet (레드벨벳),Queendom - The 6th Mini Album,2021.12.27 ~ 2022.01.02,123149,5
81,다시 사랑한다면 (김필 Ver.),임영웅,사랑의 콜센타 PART56,2021.12.27 ~ 2022.01.02,52438,5
82,비와 당신,이무진,슬기로운 의사생활 시즌2 OST Part 1,2021.12.27 ~ 2022.01.02,120628,5
83,취기를 빌려 (취향저격 그녀 X 산들),산들,취기를 빌려 (취향저격 그녀 X 산들),2021.12.27 ~ 2022.01.02,243460,5
84,Last Christmas,Ariana Grande,Christmas Kisses,2021.12.27 ~ 2022.01.02,70456,5
85,그날에 나는 맘이 편했을까,이예준,그날에 나는 맘이 편했을까,2021.12.27 ~ 2022.01.02,96482,5
86,나 그댈위해 시 한편을 쓰겠어,케이시 (Kassy),옛이야기,2021.12.27 ~ 2022.01.02,50289,5
87,봄날,방탄소년단,YOU NEVER WALK ALONE,2021.12.27 ~ 2022.01.02,561683,5
88,Peaches (Feat. Daniel Caesar & Giveon),Justin Bieber,Justice (The Complete Edition),2021.12.27 ~ 2022.01.02,225499,5
89,작은 것들을 위한 시 (Boy With Luv) (Feat. Halsey),방탄소년단,MAP OF THE SOUL : PERSONA,2021.12.27 ~ 2022.01.02,445217,5
90,서랍,10CM,그 해 우리는 OST Part.1,2021.12.27 ~ 2022.01.02,97690,5
91,ASAP,STAYC(스테이씨),STAYDOM,2021.12.27 ~ 2022.01.02,155574,5
92,잊었니,임영웅,사랑의 콜센타 PART60,2021.12.27 ~ 2022.01.02,43199,5
93,Savage Love (Laxed - Siren Beat) (BTS Remix),"Jawsh 685, Jason Derulo, 방탄소년단",Savage Love (Laxed - Siren Beat) [BTS Remix],2021.12.27 ~ 2022.01.02,208053,5
94,별빛 같은 나의 사랑아,임영웅,별빛 같은 나의 사랑아,2021.12.27 ~ 2022.01.02,78398,5
95,에잇(Prod.&Feat. SUGA of BTS),아이유,에잇,2021.12.27 ~ 2022.01.02,399749,5
96,다음생이 있다면 당신을 만나서 다시 사랑할래요,임재현,다음생이 있다면 당신을 만나서 다시 사랑할래요,2021.12.27 ~ 2022.01.02,25605,5
97,HERO,임영웅,HERO,2021.12.27 ~ 2022.01.02,77055,5
98,Life Goes On,방탄소년단,BE,2021.12.27 ~ 2022.01.02,245671,5
99,끝사랑,임영웅,사랑의 콜센타 PART61,2021.12.27 ~ 2022.01.02,40398,5
100,SCIENTIST,TWICE (트와이스),Formula of Love: O+T=<3,2021.12.27 ~ 2022.01.02,44384,5
1,METEOR,창모 (CHANGMO),Boyhood,2019.12.30 ~ 2020.01.05,307063,1
2,Psycho,Red Velvet (레드벨벳),‘The ReVe Festival’ Finale,2019.12.30 ~ 2020.01.05,245942,1
3,"아마두 (feat.우원재, 김효은, 넉살, Huckleberry P)","염따, 딥플로우, 팔로알토 (Paloalto), The Quiett, 사이먼 도미닉",Dingo X DAMOIM (Part 2),2019.12.30 ~ 2020.01.05,168209,1
4,Blueming,아이유,Love poem,2019.12.30 ~ 2020.01.05,364418,1
5,늦은 밤 너의 집 앞 골목길에서,노을,늦은 밤 너의 집 앞 골목길에서,2019.12.30 ~ 2020.01.05,217379,1
6,Square (2017),백예린 (Yerin Baek),Every letter I sent you.,2019.12.30 ~ 2020.01.05,299839,1
7,"다시는 사랑하지 않고, 이별에 아파하기 싫어",백지영,"다시는 사랑하지 않고, 이별에 아파하기 싫어",2019.12.30 ~ 2020.01.05,77333,1
8,HIP,마마무 (Mamamoo),reality in BLACK,2019.12.30 ~ 2020.01.05,141390,1
9,Love poem,아이유,Love poem,2019.12.30 ~ 2020.01.05,353272,1
10,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU (악뮤),항해,2019.12.30 ~ 2020.01.05,436833,1
11,나의 오랜 연인에게,다비치,나의 오랜 연인에게,2019.12.30 ~ 2020.01.05,92608,1
12,"Into the Unknown (From ""Frozen 2""/Soundtrack Version)","Idina Menzel, AURORA",Frozen 2 (Original Motion Picture Soundtrack/Deluxe Edition),2019.12.30 ~ 2020.01.05,171627,1
13,흔들리는 꽃들 속에서 네 샴푸향이 느껴진거야,장범준,멜로가 체질 OST Part 3,2019.12.30 ~ 2020.01.05,319178,1
14,헤어진 우리가 지켜야 할 것들,"김나영, 양다일",헤어진 우리가 지켜야 할 것들,2019.12.30 ~ 2020.01.05,82273,1
15,조금 취했어 (Prod. 2soo),임재현,조금 취했어,2019.12.30 ~ 2020.01.05,133873,1
16,오늘도 빛나는 너에게 (To You My Light) (Feat.이라온),마크툽 (MAKTUB),Red Moon : To You My Light,2019.12.30 ~ 2020.01.05,289426,1
17,십이월 이십오일의 고백,정승환,십이월 이십오일의 고백,2019.12.30 ~ 2020.01.05,78342,1
18,사랑이란 멜로는 없어,전상근,사랑이란 멜로는 없어,2019.12.30 ~ 2020.01.05,143195,1
19,안녕,폴킴,호텔 델루나 OST Part.10,2019.12.30 ~ 2020.01.05,222296,1
20,이 번호로 전화해줘,바이브,이 번호로 전화해줘,2019.12.30 ~ 2020.01.05,69821,1
21,새 사랑,송하예,새 사랑,2019.12.30 ~ 2020.01.05,102262,1
22,빌었어,창모 (CHANGMO),Boyhood,2019.12.30 ~ 2020.01.05,153879,1
23,"인기 (Feat. 송가인, 챈슬러)",MC몽,CHANNEL 8,2019.12.30 ~ 2020.01.05,83580,1
24,있어줘요,장덕철,있어줘요,2019.12.30 ~ 2020.01.05,90438,1
25,첫 겨울이니까,"성시경, 아이유",첫 겨울이니까,2019.12.30 ~ 2020.01.05,61029,1
26,2002,Anne-Marie,Speak Your Mind (Deluxe),2019.12.30 ~ 2020.01.05,415338,1
27,작은 것들을 위한 시 (Boy With Luv) (Feat. Halsey),방탄소년단,MAP OF THE SOUL : PERSONA,2019.12.30 ~ 2020.01.05,445217,1
28,시든 꽃에 물을 주듯,HYNN (박혜원),시든 꽃에 물을 주듯,2019.12.30 ~ 2020.01.05,225933,1
29,포장마차,황인욱,포장마차,2019.12.30 ~ 2020.01.05,166108,1
30,니 소식,송하예,니 소식,2019.12.30 ~ 2020.01.05,208901,1
31,이별주,황인욱,이별주,2019.12.30 ~ 2020.01.05,65210,1
32,"모든 날, 모든 순간 (Every day, Every Moment)",폴킴,'키스 먼저 할까요?' OST Part.3,2019.12.30 ~ 2020.01.05,438880,1
33,다시 만날까 봐,V.O.S,다시 만날까 봐,2019.12.30 ~ 2020.01.05,100127,1
34,"Show Yourself (From ""Frozen 2""/Soundtrack Version)","Idina Menzel, Evan Rachel Wood",Frozen 2 (Original Motion Picture Soundtrack/Deluxe Edition),2019.12.30 ~ 2020.01.05,103224,1
35,BAND,"창모 (CHANGMO), Hash Swan, ASH ISLAND, 김효은",BAND,2019.12.30 ~ 2020.01.05,142204,1
36,Obsession,EXO,OBSESSION - The 6th Album,2019.12.30 ~ 2020.01.05,126034,1
37,시간의 바깥,아이유,Love poem,2019.12.30 ~ 2020.01.05,153066,1
38,불티 (Spark),태연 (TAEYEON),Purpose - The 2nd Album,2019.12.30 ~ 2020.01.05,124364,1
39,사랑에 연습이 있었다면 (Prod. 2soo),임재현,사랑에 연습이 있었다면,2019.12.30 ~ 2020.01.05,235546,1
40,기억해줘요 내 모든 날과 그때를,거미,호텔 델루나 OST Part.7,2019.12.30 ~ 2020.01.05,176890,1
41,사랑이 식었다고 말해도 돼,먼데이 키즈 (Monday Kiz),사랑이 식었다고 말해도 돼,2019.12.30 ~ 2020.01.05,132375,1
42,bad guy,Billie Eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",2019.12.30 ~ 2020.01.05,269267,1
43,차가워진 이 바람엔 우리가 써있어 (Bad Love),HYNN (박혜원),차가워진 이 바람엔 우리가 써있어(Bad Love),2019.12.30 ~ 2020.01.05,83357,1
44,워커홀릭,볼빨간사춘기,Two Five,2019.12.30 ~ 2020.01.05,152785,1
45,Santa Tell Me,Ariana Grande,Santa Tell Me,2019.12.30 ~ 2020.01.05,246443,1
46,너를 만나,폴킴,너를 만나,2019.12.30 ~ 2020.01.05,328635,1
47,Señorita,"Shawn Mendes, Camila Cabello",Señorita,2019.12.30 ~ 2020.01.05,168284,1
48,술이 문제야,"장혜진, 윤민수(바이브)",술이 문제야,2019.12.30 ~ 2020.01.05,159144,1
49,그대라는 시,태연 (TAEYEON),호텔 델루나 OST Part.3,2019.12.30 ~ 2020.01.05,243679,1
50,숨겨진 세상 (Into the Unknown End Credit Version),태연 (TAEYEON),겨울왕국 2 (한국어 버전),2019.12.30 ~ 2020.01.05,82414,1
51,가을밤 떠난 너,케이시 (Kassy),Rewind,2019.12.30 ~ 2020.01.05,145404,1
52,Snowman,Sia,Everyday Is Christmas (Snowman Deluxe Edition),2019.12.30 ~ 2020.01.05,265314,1
53,잘 살고 있다,V.O.S,잘 살고 있다,2019.12.30 ~ 2020.01.05,40696,1
54,Feel Special,TWICE (트와이스),Feel Special,2019.12.30 ~ 2020.01.05,120574,1
55,허전해,폴킴,"정규 2집 '마음, 하나'",2019.12.30 ~ 2020.01.05,84016,1
56,꿈속에 너 (Feat. 전상근),에이치코드 (H:CODE),두 번째 이야기,2019.12.30 ~ 2020.01.05,119164,1
57,All I Want for Christmas Is You,Mariah Carey,Merry Christmas (Deluxe Anniversary Edition),2019.12.30 ~ 2020.01.05,236569,1
58,사계 (Four Seasons),태연 (TAEYEON),사계 (Four Seasons),2019.12.30 ~ 2020.01.05,273719,1
59,Paris in the Rain,Lauv,I met you when I was 18. (the playlist),2019.12.30 ~ 2020.01.05,312898,1
60,Flower,윤미래,사랑의 불시착 OST Part 2,2019.12.30 ~ 2020.01.05,59641,1
61,중2병,"염따, 딥플로우, 팔로알토 (Paloalto), The Quiett, 사이먼 도미닉",Dingo X DAMOIM (Part 3),2019.12.30 ~ 2020.01.05,32259,1
62,헤어지자 (Prod. 정키),휘인 (Whee In),soar,2019.12.30 ~ 2020.01.05,123402,1
63,마음이 말하는 행복 (Happiness) (Feat.이라온),마크툽 (MAKTUB),Red Moon : Happiness,2019.12.30 ~ 2020.01.05,75583,1
64,"Speechless (Full) (From ""Aladdin""/Soundtrack Version)",Naomi Scott,Aladdin (Original Motion Picture Soundtrack),2019.12.30 ~ 2020.01.05,243300,1
65,unlucky,아이유,Love poem,2019.12.30 ~ 2020.01.05,131033,1
66,LION,(여자)아이들,퀸덤 <FINAL 컴백 싱글>,2019.12.30 ~ 2020.01.05,116944,1
67,너에게 못했던 내 마지막 말은,다비치,너에게 못했던 내 마지막 말은,2019.12.30 ~ 2020.01.05,177074,1
68,샤넬 (Feat. 박봄),MC몽,CHANNEL 8,2019.12.30 ~ 2020.01.05,46358,1
69,주저하는 연인들을 위해,잔나비,전설,2019.12.30 ~ 2020.01.05,416817,1
70,Amanda (Feat. Simon Dominic) (Prod. By UNTITLEDS),염따,Amanda,2019.12.30 ~ 2020.01.05,46687,1
71,노을,다비치,사랑의 불시착 OST Part 3,2019.12.30 ~ 2020.01.05,42410,1
72,봄날,방탄소년단,YOU NEVER WALK ALONE,2019.12.30 ~ 2020.01.05,561683,1
73,영화 속에 나오는 주인공처럼,펀치 (Punch),동백꽃 필 무렵 (KBS2 수목드라마) OST - Part.6,2019.12.30 ~ 2020.01.05,73459,1
74,나의 어깨에 기대어요,10CM,호텔 델루나 OST Part.2,2019.12.30 ~ 2020.01.05,121069,1
75,벗,닐로(Nilo),벗,2019.12.30 ~ 2020.01.05,77336,1
76,헤어져줘서 고마워,벤,헤어져줘서 고마워,2019.12.30 ~ 2020.01.05,138960,1
77,미리 메리 크리스마스 (Feat. 천둥 Of MBLAQ),아이유,Real,2019.12.30 ~ 2020.01.05,180205,1
78,날 보러 와요 (Come See Me),AOA,NEW MOON,2019.12.30 ~ 2020.01.05,48956,1
79,우리 어떻게 할까요,첸 (CHEN),사랑하는 그대에게 - The 2nd Mini Album,2019.12.30 ~ 2020.01.05,98410,1
80,우리 왜 헤어져야 해,신예영,우리 왜 헤어져야 해,2019.12.30 ~ 2020.01.05,144681,1
81,이별행동,이우,이별행동,2019.12.30 ~ 2020.01.05,69376,1
82,크리스마스니까,"성시경, 박효신, 이석훈, 서인국, VIXX (빅스)",Jelly Christmas 2012 HEART PROJECT,2019.12.30 ~ 2020.01.05,171261,1
83,IDOL,방탄소년단,LOVE YOURSELF 結 'Answer',2019.12.30 ~ 2020.01.05,320252,1
84,솔직하게 말해서 나,김나영,솔직하게 말해서 나,2019.12.30 ~ 2020.01.05,164866,1
85,그 사람,아이유,Love poem,2019.12.30 ~ 2020.01.05,98147,1
86,텅 (Feat.김하온 (HAON)),빈첸,텅 (Feat.김하온 (HAON)),2019.12.30 ~ 2020.01.05,35401,1
87,Popo (How deep is our love?),백예린 (Yerin Baek),Every letter I sent you.,2019.12.30 ~ 2020.01.05,61732,1
88,그때가 좋았어,케이시 (Kassy),그때가 좋았어,2019.12.30 ~ 2020.01.05,255514,1
89,소우주 (Mikrokosmos),방탄소년단,MAP OF THE SOUL : PERSONA,2019.12.30 ~ 2020.01.05,273972,1
90,Trouble,EXO,OBSESSION - The 6th Album,2019.12.30 ~ 2020.01.05,56512,1
91,그때의 우리,펀치 (Punch),그때의 우리,2019.12.30 ~ 2020.01.05,23365,1
92,0310,백예린 (Yerin Baek),Every letter I sent you.,2019.12.30 ~ 2020.01.05,127747,1
93,나비효과 (Butterfly Effect),EXO,OBSESSION - The 6th Album,2019.12.30 ~ 2020.01.05,59554,1
94,춤 (Groove),EXO,OBSESSION - The 6th Album,2019.12.30 ~ 2020.01.05,54754,1
95,"FEVER (Feat. 수퍼비, BIBI)",박진영,FEVER,2019.12.30 ~ 2020.01.05,26025,1
96,나를 기다렸나요,한동근,나를 기다렸나요,2019.12.30 ~ 2020.01.05,6841,1
97,지킬 (Jekyll),EXO,OBSESSION - The 6th Album,2019.12.30 ~ 2020.01.05,51328,1
98,떨어지는 낙엽까지도,헤이즈 (Heize),만추,2019.12.30 ~ 2020.01.05,56164,1
99,노래방에서,장범준,장범준 3집,2019.12.30 ~ 2020.01.05,212748,1
100,Ya Ya Ya,EXO,OBSESSION - The 6th Album,2019.12.30 ~ 2020.01.05,49443,1
1,METEOR,창모 (CHANGMO),Boyhood,2020.01.06 ~ 2020.01.12,307063,2
2,Psycho,Red Velvet (레드벨벳),‘The ReVe Festival’ Finale,2020.01.06 ~ 2020.01.12,245942,2
3,"아마두 (feat.우원재, 김효은, 넉살, Huckleberry P)","염따, 딥플로우, 팔로알토 (Paloalto), The Quiett, 사이먼 도미닉",Dingo X DAMOIM (Part 2),2020.01.06 ~ 2020.01.12,168209,2
4,Blueming,아이유,Love poem,2020.01.06 ~ 2020.01.12,364418,2
5,늦은 밤 너의 집 앞 골목길에서,노을,늦은 밤 너의 집 앞 골목길에서,2020.01.06 ~ 2020.01.12,217379,2
6,HIP,마마무 (Mamamoo),reality in BLACK,2020.01.06 ~ 2020.01.12,141390,2
7,Square (2017),백예린 (Yerin Baek),Every letter I sent you.,2020.01.06 ~ 2020.01.12,299839,2
8,"다시는 사랑하지 않고, 이별에 아파하기 싫어",백지영,"다시는 사랑하지 않고, 이별에 아파하기 싫어",2020.01.06 ~ 2020.01.12,77333,2
9,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU (악뮤),항해,2020.01.06 ~ 2020.01.12,436833,2
10,흔들리는 꽃들 속에서 네 샴푸향이 느껴진거야,장범준,멜로가 체질 OST Part 3,2020.01.06 ~ 2020.01.12,319178,2
11,Love poem,아이유,Love poem,2020.01.06 ~ 2020.01.12,353272,2
12,나의 오랜 연인에게,다비치,나의 오랜 연인에게,2020.01.06 ~ 2020.01.12,92608,2
13,"Into the Unknown (From ""Frozen 2""/Soundtrack Version)","Idina Menzel, AURORA",Frozen 2 (Original Motion Picture Soundtrack/Deluxe Edition),2020.01.06 ~ 2020.01.12,171627,2
