rank,title,singer,album,date,like
1,아무노래,지코 (ZICO),아무노래,2020.01.20.04,281594
2,METEOR,창모 (CHANGMO),Boyhood,2020.01.20.04,307075
3,Psycho,Red Velvet (레드벨벳),‘The ReVe Festival’ Finale,2020.01.20.04,245958
4,Blueming,아이유,Love poem,2020.01.20.04,364439
5,"다시 난, 여기",백예린 (Yerin Baek),사랑의 불시착 OST Part 4,2020.01.20.04,139295
6,늦은 밤 너의 집 앞 골목길에서,노을,늦은 밤 너의 집 앞 골목길에서,2020.01.20.04,217388
7,"아마두 (feat.우원재, 김효은, 넉살, Huckleberry P)","염따, 딥플로우, 팔로알토 (Paloalto), The Quiett, 사이먼 도미닉",Dingo X DAMOIM (Part 2),2020.01.20.04,168208
8,HIP,마마무 (Mamamoo),reality in BLACK,2020.01.20.04,141390
9,Black Swan,방탄소년단,MAP OF THE SOUL : 7,2020.01.20.04,199857
10,흔들리는 꽃들 속에서 네 샴푸향이 느껴진거야,장범준,멜로가 체질 OST Part 3,2020.01.20.04,319194
11,작은 것들을 위한 시 (Boy With Luv) (Feat. Halsey),방탄소년단,MAP OF THE SOUL : PERSONA,2020.01.20.04,445220
12,Loveship,"폴킴, 청하",Loveship,2020.01.20.04,42495
13,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU (악뮤),항해,2020.01.20.04,436857
14,Square (2017),백예린 (Yerin Baek),Every letter I sent you.,2020.01.20.04,299856
15,"다시는 사랑하지 않고, 이별에 아파하기 싫어",백지영,"다시는 사랑하지 않고, 이별에 아파하기 싫어",2020.01.20.04,77335
16,빌었어,창모 (CHANGMO),Boyhood,2020.01.20.04,153890
17,Love poem,아이유,Love poem,2020.01.20.04,353279
18,오늘도 빛나는 너에게 (To You My Light) (Feat.이라온),마크툽 (MAKTUB),Red Moon : To You My Light,2020.01.20.04,289430
19,나의 오랜 연인에게,다비치,나의 오랜 연인에게,2020.01.20.04,92610
20,너를 사랑하고 있어,백현 (BAEKHYUN),낭만닥터 김사부 2 OST Part.1,2020.01.20.04,180904
21,안녕,폴킴,호텔 델루나 OST Part.10,2020.01.20.04,222303
22,"Into the Unknown (From ""Frozen 2""/Soundtrack Version)","Idina Menzel, AURORA",Frozen 2 (Original Motion Picture Soundtrack/Deluxe Edition),2020.01.20.04,171629
23,조금 취했어 (Prod. 2soo),임재현,조금 취했어,2020.01.20.04,133875
24,사랑이란 멜로는 없어,전상근,사랑이란 멜로는 없어,2020.01.20.04,143199
25,봄날,방탄소년단,YOU NEVER WALK ALONE,2020.01.20.04,561706
26,헤어진 우리가 지켜야 할 것들,"김나영, 양다일",헤어진 우리가 지켜야 할 것들,2020.01.20.04,82281
27,2002,Anne-Marie,Speak Your Mind (Deluxe),2020.01.20.04,415365
28,내게 들려주고 싶은 말 (Dear Me),태연 (TAEYEON),Purpose - The 2nd Album Repackage,2020.01.20.04,59585
29,소우주 (Mikrokosmos),방탄소년단,MAP OF THE SOUL : PERSONA,2020.01.20.04,273977
30,"모든 날, 모든 순간 (Every day, Every Moment)",폴킴,'키스 먼저 할까요?' OST Part.3,2020.01.20.04,438895
31,새 사랑,송하예,새 사랑,2020.01.20.04,102264
32,마음이 말하는 행복 (Happiness) (Feat.이라온),마크툽 (MAKTUB),Red Moon : Happiness,2020.01.20.04,75581
33,이 번호로 전화해줘,바이브,이 번호로 전화해줘,2020.01.20.04,69822
34,다시 만날까 봐,V.O.S,다시 만날까 봐,2020.01.20.04,100131
35,시든 꽃에 물을 주듯,HYNN (박혜원),시든 꽃에 물을 주듯,2020.01.20.04,225941
36,있어줘요,장덕철,있어줘요,2020.01.20.04,90442
37,"인기 (Feat. 송가인, 챈슬러)",MC몽,CHANNEL 8,2020.01.20.04,83582
38,포장마차,황인욱,포장마차,2020.01.20.04,166110
39,BAND,"창모 (CHANGMO), Hash Swan, ASH ISLAND, 김효은",BAND,2020.01.20.04,142207
40,Flower,윤미래,사랑의 불시착 OST Part 2,2020.01.20.04,59642
41,IDOL,방탄소년단,LOVE YOURSELF 結 'Answer',2020.01.20.04,320257
42,십이월 이십오일의 고백,정승환,십이월 이십오일의 고백,2020.01.20.04,78345
43,bad guy,Billie Eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",2020.01.20.04,269273
44,이별주,황인욱,이별주,2020.01.20.04,65210
45,기억해줘요 내 모든 날과 그때를,거미,호텔 델루나 OST Part.7,2020.01.20.04,176894
46,니 소식,송하예,니 소식,2020.01.20.04,208908
47,사랑에 연습이 있었다면 (Prod. 2soo),임재현,사랑에 연습이 있었다면,2020.01.20.04,235558
48,사랑이 식었다고 말해도 돼,먼데이 키즈 (Monday Kiz),사랑이 식었다고 말해도 돼,2020.01.20.04,132378
49,너를 만나,폴킴,너를 만나,2020.01.20.04,328645
50,불티 (Spark),태연 (TAEYEON),Purpose - The 2nd Album,2020.01.20.04,124369
51,Señorita,"Shawn Mendes, Camila Cabello",Señorita,2020.01.20.04,168290
52,워커홀릭,볼빨간사춘기,Two Five,2020.01.20.04,152787
53,차가워진 이 바람엔 우리가 써있어 (Bad Love),HYNN (박혜원),차가워진 이 바람엔 우리가 써있어(Bad Love),2020.01.20.04,83362
54,그대라는 시,태연 (TAEYEON),호텔 델루나 OST Part.3,2020.01.20.04,243688
55,시간의 바깥,아이유,Love poem,2020.01.20.04,153067
56,어떤 날엔,김재환,사랑의 불시착 OST Part 5,2020.01.20.04,66366
57,Make It Right,방탄소년단,MAP OF THE SOUL : PERSONA,2020.01.20.04,198682
58,Paris in the Rain,Lauv,I met you when I was 18. (the playlist),2020.01.20.04,312915
59,Obsession,EXO,OBSESSION - The 6th Album,2020.01.20.04,126034
60,노을,다비치,사랑의 불시착 OST Part 3,2020.01.20.04,42414
61,"Show Yourself (From ""Frozen 2""/Soundtrack Version)","Idina Menzel, Evan Rachel Wood",Frozen 2 (Original Motion Picture Soundtrack/Deluxe Edition),2020.01.20.04,103225
62,술이 문제야,"장혜진, 윤민수(바이브)",술이 문제야,2020.01.20.04,159147
63,잘 살고 있다,V.O.S,잘 살고 있다,2020.01.20.04,40696
64,꿈속에 너 (Feat. 전상근),에이치코드 (H:CODE),두 번째 이야기,2020.01.20.04,119164
65,사계 (Four Seasons),태연 (TAEYEON),사계 (Four Seasons),2020.01.20.04,273723
66,이 노랜 꽤 오래된 거야 (A song from the past),"솔라 (마마무), 케이시 (Kassy)",이 노랜 꽤 오래된 거야 (A song from the past),2020.01.20.04,36229
67,Dionysus,방탄소년단,MAP OF THE SOUL : PERSONA,2020.01.20.04,164017
68,Feel Special,TWICE (트와이스),Feel Special,2020.01.20.04,120582
69,가을밤 떠난 너,케이시 (Kassy),Rewind,2020.01.20.04,145409
70,첫 겨울이니까,"성시경, 아이유",첫 겨울이니까,2020.01.20.04,61031
71,주저하는 연인들을 위해,잔나비,전설,2020.01.20.04,416857
72,우리 왜 헤어져야 해,신예영,우리 왜 헤어져야 해,2020.01.20.04,144693
73,헤어지자 (Prod. 정키),휘인 (Whee In),soar,2020.01.20.04,123403
74,너에게 못했던 내 마지막 말은,다비치,너에게 못했던 내 마지막 말은,2020.01.20.04,177085
75,comethru,Jeremy Zucker,"summer,",2020.01.20.04,236802
76,달려,"염따, 딥플로우, 팔로알토 (Paloalto), The Quiett, 사이먼 도미닉",Dingo X DAMOIM (Part 4),2020.01.20.04,36125
77,LION,(여자)아이들,퀸덤 <FINAL 컴백 싱글>,2020.01.20.04,116949
78,허전해,폴킴,"정규 2집 '마음, 하나'",2020.01.20.04,84016
79,나의 어깨에 기대어요,10CM,호텔 델루나 OST Part.2,2020.01.20.04,121073
80,"Speechless (Full) (From ""Aladdin""/Soundtrack Version)",Naomi Scott,Aladdin (Original Motion Picture Soundtrack),2020.01.20.04,243307
81,영화 속에 나오는 주인공처럼,펀치 (Punch),동백꽃 필 무렵 (KBS2 수목드라마) OST - Part.6,2020.01.20.04,73460
82,Nerdy Love (Feat. 백예린),pH-1,Nerdy Love (Feat. 백예린),2020.01.20.04,123460
83,숨겨진 세상 (Into the Unknown End Credit Version),태연 (TAEYEON),겨울왕국 2 (한국어 버전),2020.01.20.04,82415
84,먹구름,윤하 (YOUNHA),UNSTABLE MINDSET,2020.01.20.04,65235
85,너의 하루는 좀 어때,거미,낭만닥터 김사부 2 OST Part.2,2020.01.20.04,43724
86,그때가 좋았어,케이시 (Kassy),그때가 좋았어,2020.01.20.04,255519
87,날 보러 와요 (Come See Me),AOA,NEW MOON,2020.01.20.04,48956
88,Go away go away,"찬열 (CHANYEOL), 펀치 (Punch)",낭만닥터 김사부 2 OST Part.3,2020.01.20.04,62918
89,지구는 멸망하지 않아,우디 (Woody),지구는 멸망하지 않아,2020.01.20.04,28610
90,중2병,"염따, 딥플로우, 팔로알토 (Paloalto), The Quiett, 사이먼 도미닉",Dingo X DAMOIM (Part 3),2020.01.20.04,32258
91,Amanda (Feat. Simon Dominic) (Prod. By UNTITLEDS),염따,Amanda,2020.01.20.04,46688
92,unlucky,아이유,Love poem,2020.01.20.04,131040
93,ROXANNE,Arizona Zervas,ROXANNE,2020.01.20.04,99065
94,헤어져줘서 고마워,벤,헤어져줘서 고마워,2020.01.20.04,138967
95,WINTER FLOWER(雪中梅)(Feat.RM),윤하 (YOUNHA),UNSTABLE MINDSET,2020.01.20.04,65050
96,벗,닐로(Nilo),벗,2020.01.20.04,77337
97,Snowman,Sia,Everyday Is Christmas (Snowman Deluxe Edition),2020.01.20.04,265321
98,헤어져야 사랑을 알죠,스탠딩 에그,헤어져야 사랑을 알죠,2020.01.20.04,15771
99,샤넬 (Feat. 박봄),MC몽,CHANNEL 8,2020.01.20.04,46359
100,솔직하게 말해서 나,김나영,솔직하게 말해서 나,2020.01.20.04,164873
1,아무노래,지코 (ZICO),아무노래,2020.01.27.05,281594
2,METEOR,창모 (CHANGMO),Boyhood,2020.01.27.05,307075
3,Psycho,Red Velvet (레드벨벳),‘The ReVe Festival’ Finale,2020.01.27.05,245958
4,Blueming,아이유,Love poem,2020.01.27.05,364439
5,"다시 난, 여기",백예린 (Yerin Baek),사랑의 불시착 OST Part 4,2020.01.27.05,139295
6,늦은 밤 너의 집 앞 골목길에서,노을,늦은 밤 너의 집 앞 골목길에서,2020.01.27.05,217388
7,"아마두 (feat.우원재, 김효은, 넉살, Huckleberry P)","염따, 딥플로우, 팔로알토 (Paloalto), The Quiett, 사이먼 도미닉",Dingo X DAMOIM (Part 2),2020.01.27.05,168208
8,HIP,마마무 (Mamamoo),reality in BLACK,2020.01.27.05,141390
9,흔들리는 꽃들 속에서 네 샴푸향이 느껴진거야,장범준,멜로가 체질 OST Part 3,2020.01.27.05,319194
10,Black Swan,방탄소년단,MAP OF THE SOUL : 7,2020.01.27.05,199857
11,작은 것들을 위한 시 (Boy With Luv) (Feat. Halsey),방탄소년단,MAP OF THE SOUL : PERSONA,2020.01.27.05,445220
12,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU (악뮤),항해,2020.01.27.05,436857
13,Square (2017),백예린 (Yerin Baek),Every letter I sent you.,2020.01.27.05,299856
14,Love poem,아이유,Love poem,2020.01.27.05,353279
15,빌었어,창모 (CHANGMO),Boyhood,2020.01.27.05,153890
16,"다시는 사랑하지 않고, 이별에 아파하기 싫어",백지영,"다시는 사랑하지 않고, 이별에 아파하기 싫어",2020.01.27.05,77335
17,오늘도 빛나는 너에게 (To You My Light) (Feat.이라온),마크툽 (MAKTUB),Red Moon : To You My Light,2020.01.27.05,289430
18,너를 사랑하고 있어,백현 (BAEKHYUN),낭만닥터 김사부 2 OST Part.1,2020.01.27.05,180904
19,사랑이란 멜로는 없어,전상근,사랑이란 멜로는 없어,2020.01.27.05,143199
20,안녕,폴킴,호텔 델루나 OST Part.10,2020.01.27.05,222303
21,나의 오랜 연인에게,다비치,나의 오랜 연인에게,2020.01.27.05,92610
22,Loveship,"폴킴, 청하",Loveship,2020.01.27.05,42495
23,조금 취했어 (Prod. 2soo),임재현,조금 취했어,2020.01.27.05,133875
24,봄날,방탄소년단,YOU NEVER WALK ALONE,2020.01.27.05,561706
25,2002,Anne-Marie,Speak Your Mind (Deluxe),2020.01.27.05,415365
26,헤어진 우리가 지켜야 할 것들,"김나영, 양다일",헤어진 우리가 지켜야 할 것들,2020.01.27.05,82281
27,"Into the Unknown (From ""Frozen 2""/Soundtrack Version)","Idina Menzel, AURORA",Frozen 2 (Original Motion Picture Soundtrack/Deluxe Edition),2020.01.27.05,171629
28,마음이 말하는 행복 (Happiness) (Feat.이라온),마크툽 (MAKTUB),Red Moon : Happiness,2020.01.27.05,75581
29,"모든 날, 모든 순간 (Every day, Every Moment)",폴킴,'키스 먼저 할까요?' OST Part.3,2020.01.27.05,438895
30,다시 만날까 봐,V.O.S,다시 만날까 봐,2020.01.27.05,100131
31,bad guy,Billie Eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",2020.01.27.05,269273
32,새 사랑,송하예,새 사랑,2020.01.27.05,102264
33,시든 꽃에 물을 주듯,HYNN (박혜원),시든 꽃에 물을 주듯,2020.01.27.05,225941
34,있어줘요,장덕철,있어줘요,2020.01.27.05,90442
35,포장마차,황인욱,포장마차,2020.01.27.05,166111
36,Flower,윤미래,사랑의 불시착 OST Part 2,2020.01.27.05,59642
37,소우주 (Mikrokosmos),방탄소년단,MAP OF THE SOUL : PERSONA,2020.01.27.05,273977
38,이 번호로 전화해줘,바이브,이 번호로 전화해줘,2020.01.27.05,69822
39,BAND,"창모 (CHANGMO), Hash Swan, ASH ISLAND, 김효은",BAND,2020.01.27.05,142207
40,내게 들려주고 싶은 말 (Dear Me),태연 (TAEYEON),Purpose - The 2nd Album Repackage,2020.01.27.05,59585
41,"인기 (Feat. 송가인, 챈슬러)",MC몽,CHANNEL 8,2020.01.27.05,83582
42,기억해줘요 내 모든 날과 그때를,거미,호텔 델루나 OST Part.7,2020.01.27.05,176894
43,이별주,황인욱,이별주,2020.01.27.05,65210
44,IDOL,방탄소년단,LOVE YOURSELF 結 'Answer',2020.01.27.05,320257
45,니 소식,송하예,니 소식,2020.01.27.05,208908
46,사랑에 연습이 있었다면 (Prod. 2soo),임재현,사랑에 연습이 있었다면,2020.01.27.05,235558
47,사랑이 식었다고 말해도 돼,먼데이 키즈 (Monday Kiz),사랑이 식었다고 말해도 돼,2020.01.27.05,132378
48,너를 만나,폴킴,너를 만나,2020.01.27.05,328645
49,십이월 이십오일의 고백,정승환,십이월 이십오일의 고백,2020.01.27.05,78345
50,Señorita,"Shawn Mendes, Camila Cabello",Señorita,2020.01.27.05,168290
51,불티 (Spark),태연 (TAEYEON),Purpose - The 2nd Album,2020.01.27.05,124369
52,그대라는 시,태연 (TAEYEON),호텔 델루나 OST Part.3,2020.01.27.05,243688
53,어떤 날엔,김재환,사랑의 불시착 OST Part 5,2020.01.27.05,66366
54,Paris in the Rain,Lauv,I met you when I was 18. (the playlist),2020.01.27.05,312915
55,워커홀릭,볼빨간사춘기,Two Five,2020.01.27.05,152787
56,차가워진 이 바람엔 우리가 써있어 (Bad Love),HYNN (박혜원),차가워진 이 바람엔 우리가 써있어(Bad Love),2020.01.27.05,83362
57,시간의 바깥,아이유,Love poem,2020.01.27.05,153067
58,꿈속에 너 (Feat. 전상근),에이치코드 (H:CODE),두 번째 이야기,2020.01.27.05,119164
59,노을,다비치,사랑의 불시착 OST Part 3,2020.01.27.05,42414
60,comethru,Jeremy Zucker,"summer,",2020.01.27.05,236802
61,우리 왜 헤어져야 해,신예영,우리 왜 헤어져야 해,2020.01.27.05,144693
62,Make It Right,방탄소년단,MAP OF THE SOUL : PERSONA,2020.01.27.05,198682
63,사계 (Four Seasons),태연 (TAEYEON),사계 (Four Seasons),2020.01.27.05,273723
64,잘 살고 있다,V.O.S,잘 살고 있다,2020.01.27.05,40696
65,술이 문제야,"장혜진, 윤민수(바이브)",술이 문제야,2020.01.27.05,159147
66,Obsession,EXO,OBSESSION - The 6th Album,2020.01.27.05,126034
67,Feel Special,TWICE (트와이스),Feel Special,2020.01.27.05,120582
68,가을밤 떠난 너,케이시 (Kassy),Rewind,2020.01.27.05,145409
69,주저하는 연인들을 위해,잔나비,전설,2020.01.27.05,416857
70,Dionysus,방탄소년단,MAP OF THE SOUL : PERSONA,2020.01.27.05,164017
71,"Show Yourself (From ""Frozen 2""/Soundtrack Version)","Idina Menzel, Evan Rachel Wood",Frozen 2 (Original Motion Picture Soundtrack/Deluxe Edition),2020.01.27.05,103225
72,너에게 못했던 내 마지막 말은,다비치,너에게 못했던 내 마지막 말은,2020.01.27.05,177085
73,헤어지자 (Prod. 정키),휘인 (Whee In),soar,2020.01.27.05,123403
74,나의 어깨에 기대어요,10CM,호텔 델루나 OST Part.2,2020.01.27.05,121073
75,이 노랜 꽤 오래된 거야 (A song from the past),"솔라 (마마무), 케이시 (Kassy)",이 노랜 꽤 오래된 거야 (A song from the past),2020.01.27.05,36229
76,LION,(여자)아이들,퀸덤 <FINAL 컴백 싱글>,2020.01.27.05,116949
77,영화 속에 나오는 주인공처럼,펀치 (Punch),동백꽃 필 무렵 (KBS2 수목드라마) OST - Part.6,2020.01.27.05,73460
78,허전해,폴킴,"정규 2집 '마음, 하나'",2020.01.27.05,84016
79,첫 겨울이니까,"성시경, 아이유",첫 겨울이니까,2020.01.27.05,61031
80,Know Me Too Well,"New Hope Club, Danna Paola",Know Me Too Well,2020.01.27.05,99147
81,"Speechless (Full) (From ""Aladdin""/Soundtrack Version)",Naomi Scott,Aladdin (Original Motion Picture Soundtrack),2020.01.27.05,243307
82,달려,"염따, 딥플로우, 팔로알토 (Paloalto), The Quiett, 사이먼 도미닉",Dingo X DAMOIM (Part 4),2020.01.27.05,36125
83,ROXANNE,Arizona Zervas,ROXANNE,2020.01.27.05,99065
84,Go away go away,"찬열 (CHANYEOL), 펀치 (Punch)",낭만닥터 김사부 2 OST Part.3,2020.01.27.05,62918
85,신촌에 왔어,가비엔제이,신촌에 왔어,2020.01.27.05,21049
86,그때가 좋았어,케이시 (Kassy),그때가 좋았어,2020.01.27.05,255519
87,Nerdy Love (Feat. 백예린),pH-1,Nerdy Love (Feat. 백예린),2020.01.27.05,123460
88,버릇처럼 셋을 센다,KCM,버릇처럼 셋을 센다,2020.01.27.05,45507
89,하루에도 열두 번,윤건,하루에도 열두 번,2020.01.27.05,27943
90,내 마음의 사진,송가인,사랑의 불시착 OST Part 6,2020.01.27.05,52971
91,너의 하루는 좀 어때,거미,낭만닥터 김사부 2 OST Part.2,2020.01.27.05,43724
92,우는 법을 잊어버렸나요,이해리 (다비치),from h,2020.01.27.05,13459
93,숨겨진 세상 (Into the Unknown End Credit Version),태연 (TAEYEON),겨울왕국 2 (한국어 버전),2020.01.27.05,82415
94,혼자,"다이나믹 듀오, 첸 (CHEN)",혼자,2020.01.27.05,18726
95,먹구름,윤하 (YOUNHA),UNSTABLE MINDSET,2020.01.27.05,65235
96,날 보러 와요 (Come See Me),AOA,NEW MOON,2020.01.27.05,48956
97,지구는 멸망하지 않아,우디 (Woody),지구는 멸망하지 않아,2020.01.27.05,28610
98,WINTER FLOWER(雪中梅)(Feat.RM),윤하 (YOUNHA),UNSTABLE MINDSET,2020.01.27.05,65050
99,헤어져줘서 고마워,벤,헤어져줘서 고마워,2020.01.27.05,138967
100,사랑 이토록 어려운 말,양다일,낭만닥터 김사부 2 OST Part.5,2020.01.27.05,7579
1,아무노래,지코 (ZICO),아무노래,2020.02.03.01,281594
2,METEOR,창모 (CHANGMO),Boyhood,2020.02.03.01,307075
3,Psycho,Red Velvet (레드벨벳),‘The ReVe Festival’ Finale,2020.02.03.01,245958
4,"다시 난, 여기",백예린 (Yerin Baek),사랑의 불시착 OST Part 4,2020.02.03.01,139295
5,Blueming,아이유,Love poem,2020.02.03.01,364439
6,늦은 밤 너의 집 앞 골목길에서,노을,늦은 밤 너의 집 앞 골목길에서,2020.02.03.01,217388
7,흔들리는 꽃들 속에서 네 샴푸향이 느껴진거야,장범준,멜로가 체질 OST Part 3,2020.02.03.01,319194
8,HIP,마마무 (Mamamoo),reality in BLACK,2020.02.03.01,141390
9,"아마두 (feat.우원재, 김효은, 넉살, Huckleberry P)","염따, 딥플로우, 팔로알토 (Paloalto), The Quiett, 사이먼 도미닉",Dingo X DAMOIM (Part 2),2020.02.03.01,168208
10,Black Swan,방탄소년단,MAP OF THE SOUL : 7,2020.02.03.01,199857
11,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU (악뮤),항해,2020.02.03.01,436857
12,작은 것들을 위한 시 (Boy With Luv) (Feat. Halsey),방탄소년단,MAP OF THE SOUL : PERSONA,2020.02.03.01,445220
13,Square (2017),백예린 (Yerin Baek),Every letter I sent you.,2020.02.03.01,299856
